text,freq
"Улица Ясная, на углу Компота. Белый спринтер на жёлтых номерах. Менты и тцк. Актуально на 8:05.",1
Слободка частный сектор катается экипаж ментов медленно!!! 8:21,1
"Ленпоселок,ул Патриотическая ближе к АТБ ездит серый бус,не успел разглядеть марку машины, выскочил черный и за ним два пикселя запаковали парня.",1
Маршал Сити на против АТБ стоит мусарской бус двое пьют кофе вроди никого не трогают но высматривают,1
Зелёный Внедопожник КИА катается в лузановке-сортировочная во дворах осторожно,1
Киевская трасса. въезд в город. За заправкой брсм. Стоят ухылянты с радаром,1
"Мусор на гонках перед поворотом на лево на рынок и под мостом,на гонках 2 канарейки и их шт 7-8",1
"Радужный, выезд со стороны конечной 145 маршрута, стоит патрульная ментов.",1
Радужный упаковали пацана около АТБ,1
Белый бус Рено 88 -23 3 оливы крепят парня. Староконний,1
"Радужный, в районе 20-24 домов видели, ходят",1
Гераневая-Героев пограничников стоят мусора на Дастере,1
Авангард. Объездная дорога со стороны 2-х столбов стоят мусора. Возможно с радаром. Не напушаем,1
нефтяников рынок тцк возле «чудо печи» 2чел и мент!,1
Ленпосёлок катается три машины вместе серые Volkswagen автобус сзади белые Renault Duster сзади Duster Renault Logan,1
"Ленпосёлок. Три бусика только что повернули всторону 1 заставы, поехали электричку встречать",1
Рынок Нефтяников со стороны Свежее Мясо возле дома какие то пиксели!!,1
Ленпосёлок парк Охотник 3 машины погнались за мопедистом белый Хайс и два спринтера на чёрных номерах будьте аккуратны актуально 16:23,1
Рынок переезд Лен посёлок кладбище вытащили мужика с машины и загрузили белый спринтер и кадик актуально 16:47,1
Дача ковалевсого 81 возле таврии стоят менты.,1
Окружная ОККО в районе выезда с Посёлка БП в обе стороны,1
"Только что забрали парня на углу Жолио-Кюри 26. Очень быстро: подъехали, схватили, уехали. Ребята, будьте осторожны, смотрите по сторонам. Храни Вас Бог!",1
Ленпосёлок три машины на чёрных номерах поехали вдоль железной дороги + патрулька едут медленно что-то высматривают поехали в сторону общаг актуально 6:58,1
Бусик Ниссан в Черноморьке присует парня,1
Все уже давно знают что в военкомат в основном привозят мусора,1
Толпа пятнистых ОККО окружная как ехать с посёлка. Может вояки. Пьют кофе.,1
Напротив Розетки на Генерала Петрова ТЦК и полиция проверяют документы у парня.,1
"Окружная,заправка Окко в обе стороны БП",1
"По Курортному переулку катается стая шакалов - мусора, черные и зелень. Минут 15 назад возле жк Атмосфера забрали парня.",1
Объездная дорога блок пост перед кладбищем.,1
Окружная. На дамбе перед подъемом на Латовку. Стоят мусора.,1
"Объездная, выезд с поселка сразу за Вогом менты в четыре руки",1
"Выезд с Паскота в сторону Куяльника, сразу же за WOG, стоит ‍, машут палкой",1
"Объездная, посёлок Котовского, за заправкой Вог, стоят менты, тормозят выборочно",1
"Слобода рынок, белый мерс спринтер,желтые номера",1
"Шкодогорка-хаджибеевская дорога чёрный Туксон полный зелени курсирует очень медленно ""внимательно""",1
Синий Рено Дастер поехал в сторону староконного рынка,1
"По генерала Петрова курсирует зелёный Т4, периодически заезжает во дворы. Внутри, если я правильно увидел. То сидят зелёные, но бус полный. Будьте внимательны",1
"Генерала Петрова 36 во дворе белый Хюндай 33-58,проверял парня около подъезда 10:45",1
"Авангард окружная шинтмонтаж за рулем менты и ТЦК возле дороги,трусят мужчину",1
"Посёлок Котовского,Академика Заболотного-днер.дорога, заправка ОККО, 2 зелёных в форме кого-то или что-то высматривают",1
Ленпосёлок за переездом в сторону города авария пробка,1
Пересыпский мост. Полицаи проверка,1
Ленпосёлок то что я говорил белая renault с чёрными номерами и белый бусик спрятались посреди посадки возле железной дороги 12:53,1
Теплодар мусора катаются. Будьте осторожны,1
"Радужный, конечная 145, в сторону виноградников/Ильичёвска поехали полицаи на дастере",1
Теплодар полиция со стороны АЗС и Новой почты.,1
"Ленпоселок, не доезжая штраф площадки дтп с мусорами",1
Генерала Петрова 8 стоят т ц к 09-15 бус белый нисана,1
"Эпицентр 7 км.Два буса с ТЦК.Будьте аккуратнее...Стоят на парковке.Серый Т5 СТАЛКЕР и белый...Была ещё скорая,но уехала...",1
"Заправка Амик,Генерала Петрова.Серый Т4,белый дастер и большой белый бус.Осторожно людоловы",1
Проехали радужный,1
Въезд в Кадорры тоже проблема!,1
Преображенська Дерибасівська люстра,1
7-я пересыпская 2-а черта пробивают по планшету,1
На 7-й Пересыпьской двое в чёрном пристали к мужчине на остановке автобуса в город,1
Привокзальная со стороны Старосенной (перед перекрестком) стоит 3 буса. Там крутятся гражданские и пиксели. Кто такие - ХЗ. Акуратно,1
"Поле с 7 на ленпоселок, опасно, не едьте туда",1
Мусора и тцк слободка эстакада на порт напротив тэц,1
Блок пост Теплодар поворот на Беляевку,1
На базовой со стороны служебного входа эпицентра Тцк,1
7-й Км перед 4 -ми воротами.Со стороны Эпицентра,1
"Сзади эпицентра 7 км принималово, 2 бусика тцк",1
Эпицентр паскот в сторону города мусара будте аккуратнее,1
Рынок Восход леденцы!,1
Ленпоселок будьте внимательны: ездят на вито новом и мерсе,1
Базовая в районе эпицентра с обратной стороны со служебного входа стоят плесень с мусором щимят мужиков,1
Дальницкая-Бугаевская АКУРАТНО!,1
Теплодар мусора медленно катаются. Будьте осторожны!,1
Слободка психбольница ворота чорне віто и мент и 2 тцк актуально на сейчас,1
Таврия аэропортовскся 1 коп и 2 гф алмаз щимят парня!остерегайтесь уже уже не первый день тусуются здесь,1
Ленпаселок катается белое рено на чёрных номерах,1
"Въезд на радужный, возле сундука стала скорая, 3 зеленых вышли осторожно!!!!!!",1
"Сундук, радужный въезд!! 3 зеленых вышли, осторожно!!!",1
Юго-Западный возле Авроры ц буса черный фольц и серый Н1 прицепились к мужику,1
"16.33: Дастер белый, хундай н1 белый... Катаются по ленпаселку: краяняя, солнечная Умова... Высматривают. Ездят 3м... Ещё Рено",1
"Теплодар заехал бус,берегите себя",1
Базовая возле эпицентра полиция,1
Черемушки 10 квартал во дворах бус 9582,1
Таврия аеропорт на стоянке стоит серый подозрительный бус осторожно на второй через дорогу от таврии.,1
СЕРЫЙ Хюндай H1 с в районе Проселочной-Академии Спорта по улицам катается по частному сектору. Ленпоселок тоже осторожно!,1
"Объездная дорога, на поселок БЛОК ПОСТ, будьте аккуратны.",1
"Блок пост, объездная дорога. Будьте аккуратны",1
"Парковка Таврия Маршал, выскочили к мужику из белого спринтера",1
Авангард объездная в сторону 2-х столбов мусора с феном,1
Актуально на 10:40. Блок пост объездная пос.Котовского (Шевченко) кладбище.,1
"Окружная, опасно!",1
"Объездная с поселка за окко заправкой блокпост,конченые ничего не могут предъявить и сразу матерятся,провоцируют на конфликт",1
"Объездная корсунцы ОККО, маслины и оливки на 10:45.",1
"Окружная,объездная ОККО, блокпост",1
"Таврия, парк, бювет",1
Белый спринтер 8971 повернул на первый заезд в Радужный и заехал,1
Радужный бус Мерседес мусор и два камуфляжных пидора бежали за мужиком,1
Радужный 16 между 13 - стоит какой то камуфляжный автобус,1
"Слобода, рынок ахтунг. Два буса тцк и мент. На подезде. На 14:25 будут. Сейчас 200 метров до рынка пакуют парня.",1
Радужный уже два буса по кругу ездят,1
Все еще стоят на б.хмельницкого возле смартлаб,1
Менты по генерала петрова перед сильпо,1
"Доброй ночи всем,между Седьмой-Зерновой на заправке стоят лягавые кто задержася и едет тудой смотрите окуратно",1
Жд. Привокзальная и вход с куликового. Несколько зеленых на легке пьют кофе. Несколько ждут кого-то (безцельно крутятся отдельно друг от друга). Возможно собираются....,1
Привокзальная со стороныкуликового кучка зеленых и гражданских. Возможно отловленные,1
БП окружная поворот на яму,1
Киевская трасса в сторону города после новой линии не доезжая заправки брсм,1
"Ленпосёлок,ул.Северный переулок,со стороны поля,ездит медленно Мерседес Вито белый,боковая дверь открыта.Впереди сидят 2 чмошника,сколько внутри не видно,наглухо тонирован.",1
Окружная въезд на Автобазар собирается БП.,1
"Объездная дорога, поворот на ЯМУ (авторынок) Блок пост!!!",1
Серый вито ленпоселок катаются. Остановили двух пацанов штормили,1
"Б. Хмельницкого 23 Смарталб/ белый бус Рено 8823, куча зеленых",1
Рынок сити -25,1
"Генерала Петрова 18, белый бус ТЦК 1085 фольц",1
Б.хмельницкого 23. Смартлаб. Опять стоят военные и мент,1
Генерала Петрова 49-51 возле мусорской помойки серый т-5 без номеров и с заклеенные задние фонари прямо сейчас очень актуально,1
"Пересипь-радиорынок,ходят по одному высматривают",1
Філатова «Копійка» Бусик с именными номерами механик и пару оливок и черный 1.,1
Слободка вышел с магазина,1
"В Эпицентре 4 входа,где именно?",1
Серый старый т4 Слободка,1
Слободка Микрон нефтяников просто едут но...........!,1
Слободка новая Слободка,1
"Въезд в Одессу, Киевская, перед БРСМ, экипаж клоунов, останавливают с леденцом",1
"Рынок нефтяников вроде отбили мужика, обещали вернуться с подкреплением, ребята сегодня туда не ходите.",1
"Спуск с моста к эпицентру на 7 км, стоят 3-е полицейских, стопают машины выборочно",1
Курортный переулок угол Пионерской,1
Слободка и новая Слободка карусель по улицам,1
"Генерала Петрова курсируют бусы, темно синий Mercedes Vito на жёлтых номерах и белый Мерс спринтер, будьте осторожны",1
Ленпосёлок профилакторий пресуют,1
"Объездная ОККО при выезде с Поселка много пикселей, готовят блок пост",1
Остановка Радужный белый бус мерседес прессуют парня,1
Курортный переулок ТЦ возле ЖК Атмосфера,1
"Теплодар, магазин ""Лукошко"" тцк,, берегите себя!",1
Генерала Петрова 1 возле новой почты полицаи и нацисты проверяют документы у молодого человека дверь в бусе открыли и разговор на повышенных голосах! Одесситы берегите себя будьте очень внимательны на дорогах 7:58,1
"Окружная, там где поворот на пос. Шевченко, перед заправкой Амик, менты тормозят",1
Окружная Камыши только стали без Муса ров,1
"На объездной перед Куяльником стоят сказочники с полицаями, 2 буса",1
Объездная камыши тцк с полицейским в две стороны,1
Генерала Петрова возле Сильпо!!,1
"Окружная камыши где арбузы,менты и тцк в 2 стороны",1
Седьмая пересыпь,1
Юго-западный мусора в город,1
Таврия Маршал стоянка фольс серый 4 зеленых питуха только что убдшника списанного чуть не забрали,1
"На парковке Эпицентра, 7км, менты сидят в машине - высматривают",1
"Радужный белый бус мерседес 2 тцк, 1 полицейский",1
"Генерала Петрова, 60 номера, Копейка, проверяют мужика, серый микроавтобус",1
"7-я Пересыпская на поселок перед остановкой полицаи с мигалкой, возможно, на радар ловят",1
"Полиция вместе с черным бусом проехала по Пионерской в сторону площади. Внутри не знаю тцк или нет, но скорее всего. Ехали парочкой",1
Шевченко-Армейская пиксель с титушками пьют кофе,1
Таврия маршал на парковке проверяют мужика,1
Доброе утро всем тцк на белом бусе на генерала Петрова 27/5 пробивают мужика,1
"Базовая,эпицентр H1 -крепят прохожих",1
"Здравствуйте,эпицентр на 7 км задний вход,там где работники на работу заходят,выпрыгивают с кустов 2 и 2 стоят за воротами",1
"Теплодар, мусора медленно катаются по городу",1
Долгая-Писарева бусик. Проверяют мужика,1
Возле хмельницкого отделения полиции стоят кофе пью две группы тцкшников у ларька,1
"Генерала Петрова "" серый бус поехал за магазин ""АТБ""",1
Слободка 3-й хлеб завод,1
"Лузановка-Продмаш,менти",1
"Конечная 191 маршрутки Мост Пересыпьский,оливы крепят водителей((((",1
Тцк шестнадцатая станция Таврия,1
"МолодаяГвардия, в сторону города ДТП, пробка",1
"После 7-й Пересыпьской в сторону города, патрулька стопнула машину (вроде такси). На посёлке и до моста будьте внимательны.",1
"На Генерала Петрова,напротив рай администрации стоит патруль,что там такое не понятно,берегите себя",1
"5 жемчужина, Кадорры Сильпо. Так же на общей парковке Дастер с маячками без наклеек патрульки",1
Латовка окружная люстра стоит в сторону хаджибея,1
Траса М15 в сторону Одессы с Маяк поворот на Петродолинское менты выборочно тормозят,1
"Комарова- промсвязь (напротив точка) стоит военная машина внутри водитель, стопы горят",1
Ленпоселок Чёрный фольксваген поехал в сторону заставы,1
Маршал сити третий дом.стоит скорая на черных номерах,1
Маршал,1
Маршал сити первая секция шмон,1
Киевская трасса.въезд в город. За заправкой брсм. Слуги народа стоят с радаром,1
"Ленинградское шоссе, выезд с Одессы на Киевскую трассу, мост, а так же въезд с Киевской трассы БРСМ, радар",1
Ильичёвская трасса в сторону ильичёвска за переездом между переездом и БРСМ в сторону ильичёвска мусора,1
"Курортный переулок-Гагаринское Плато-Генуэзская, курсирует белый спринтер, за ними менты. Мужчины, будь предельно внимательны на этих улицах.",1
8971 белый бус Радужный ⬇,1
"10 линия стоит Рено белый вояка в машине, мусор с планшетом в наливайке пробивает мужиков",1
"Радужный. 1 дом, во дворе стоит бус Сталкер 2, никого рядом вроде нет.",1
"12:10 Балковская-Заньковецкая ДТП, менты на месте",1
"ТЦК катаеться по Теплодару на светло сером бусе Фольцвагене,ищет жертв,останавливает мужчин,проверяет доки,будьте бдительны",1
"Теплодар, Одесская область, Серый фольц и 2 дастера душегубы на месте, ребята внимательно!",1
30 кадорр мусора + вояки скорее всего караулят СЗЧ,1
"по люстдорфу транспортер катит, 3 штурмовой, возле сокара, вроде не исполняет",1
Автовокзал-Балковская нюхачи с люстрой,1
Поехали в сторону 25-й,1
Напротив Генерала Петрова 44 (бывший Виртус),1
Теплодар 24 магазин. Убрали 2 пацанов!! Бус черный + белы Рено!!,1
"Новый транспорт Черёмушки серый Фольксваген Транспортёр номер 3519, буквы не заметил.",1
Возле Таврии Маршал За заправкой Амик в сторону новой почты очень много всех,1
"Доброе утро Возле эпицентра в сторону поселка стоят менты, тормозят.",1
7-ая люстдорф в сторону города 2 экипажа тормозят выборочно,1
Пересыпь за мостом тцк,1
Таврия маршал вход бусик стоит всех проверяют,1
Объездная дорога с поселка перед кладбищем стоят менты в обе стороны,1
"Серый Фольц между Эпицентром и Ниссан в сторону Акварели 8, проверяют парней",1
"Доброе утро! Лузановка-хюндай бусик темно - синего цвета,катается..",1
Мусора стоят как ехать с Николаева в сторону города перед эпицентром.,1
Таврия на Калантаевской рядом стрёмный белый Бус Volkswagen весь тонированный аккуратно,1
Вери Инбер- обсерваторный тцк катаються по кругу,1
ОБЪЕЗДНАЯ выезд с поселка сразу за поворотом и перед кладбищем стоят,1
"Корсунцы, поворот на объездную, Столовая. Менты и ТЦК общим зачётом голов 6 пошли завтракать. Осторожно, сил набираются.",1
Как поворачивать в радужный стоит толпа пьет кофе!!!,1
"Есть информация, что Ленпас, сейчас штурмуют со всех сторон. Будьте аккуратны. И это будет продолжаться несколько дней. Салам всем",1
Вільямса 86 школа,1
Белый Мерс. 8971 по черн. Дороги четвёртая станция в сторону третей,1
Головатого маслины на леденец ловят на брсм,1
Опять б.хмельницкого 23. Смарт лаб. Военные. Не понятно. Медкомиссия у них чтоли там...,1
Ленпоселок посадка поддоны шлх на синем бусе 16:45,1
"Киевская трасса въезд в город перед брсм,радар+ плесень рядом на черном бусе",1
"Менты на атомана с заправки БРСМ, поехали в сторону городу с мигалкой",1
"Вечером ближе к 21.00 на Одессе-Малая возле магазина Соседи пасётся белый бус, встречает электрички.",1
На пл. 10 апреля- патруль с включёнными мигалками,1
Крыжановка-лески копы,1
"Французски бульвар возле Сильпо много тцк с ментами, отлов идёт.",1
Теплодар по дворам катается ментовская патрулька,1
Тцк район желябова-литовской,1
"Ехал по генерала Петрова,внутри черти",1
Генерала Петрова 44 помогите парню особенно женщины помогите ему,1
"Генерала Петрова, дворы.",1
"Полицаи, Сахарова-Заболотного, стоят на остановке с мигалками, выжидают жертву",1
На островке леденцы,1
"Генерала Петрова 51 сбоку Сильпо бус тцк темно зеленый фольксваген номера не украинские. Водитель один, остальные разбежались",1
Мост. Пересыпь.без номеров вообще.,1
Вокруг Сильпо на Генерала Петрова катаются чёрное карыто Мицубиси и серая тайота Хайс на черных номерах полная трепухи,1
"Окружная, поворот на яму, БП тцк",1
"Окружная, поворот на яму БП в две стороны",1
"Богдана Хмельницкого 6 номер бусика 12 99 белый бус стоит прям под адресом за рулём форма ТЦК и внутри есть кто-то, будьте осторожны, ребята",1
Зелёный джип выехал со дворов 10 линия посёлок Котовского,1
Объездная поворот на авторынок *стоят*,1
"Эпицентр 7км на остановке тцк, серый бус фольц",1
"Базовая серый бус с тцкунами стоит, возле эпицентра пока",1
Эпицентр 7км подскажите точкой на карте где именно?,1
окружная поворот на яму-блокпост,1
"Объездная, поворот на Корсунцы, сразу за заправкой Вог стоят менты, тормозят выборочно",1
"Окружная,выезд с Поселка Котовского,заправка wog полиция омтанавливают",1
Курортный переулок ЖК Атмосфера красный мерс и плюс полиция- проверяют парня. Поедут в сторону ресторана Арарат,1
Курортный пер./ ЖК Атмосфера,1
При выезде с Одессы в сторону с Маршала на Таирова стоят чёрные и останавливают,1
"Б. Хмельницкого 23, Смартлаб 5 зеленых, Белый бус Рено 8823",1
"Объездная дорога. На повороте ""Авторынок Яма"" блокпост в обе стороны!!!",1
Эпицентр 7км оливки,1
"Перекрёсток окружная, Латовка тормозят всех, ТЦК и полиция мимо не проехать 10.30",1
"Добрый день, суворовский район,67 Школа,возле частного сектора и пятиэтажек спрятались,шел этой стороной,женщина предупредила что б той дорогой не шел, хорошо что остались такие люди,если она читает то передаю вам спасибо большое",1
Поворот на эпицентр на 7км под мостом стоят мальчики смотрящие за светом,1
"Вуд. Академіка Філатова, 32, за смартлабом, синий автобус спринтер, осторожно будьте, видел один гражданский и военный.",1
7км Сокар под мостом менты как ехать на рынок,1
‼Северный рынок ‼,1
На перекрестке возле БРСМ и кладбища на поворо к селу Котовка (Латовка) с четырёх сторон ТЦК много. Все машины останавливают. Проверяют тщательно.,1
"Вновь 6я фонтана-бювет. Белый бус ""1931"" полицаев (следственно-оперативный). Стоит у бювета боковая дверь открыта. Гнида внутри нет, де-то окресно шляются. 13:25",1
"Радужный. 9Б стоит патруль полиции.Один в машине,второй разговаривает по телефону.",1
"С с. мэМирное на повороте на мост перед Теплодаром тцк, тормозят всех",1
Степова чорный,1
Слободка корешь позвонил несколько кругов наяривал черный Дастер с черными номерами,1
Мусора стоят возле ресторана море ближе к выезду,1
"Черёмушки, патрульки катаются по дворам, лучше уже побыть дома",1
По каким дворам катается патруль Черемушки. Улицы пишите адрес,1
Люстра эпицентр пос кот,1
"Круг 7 км, съезд на Прилиманское- менты",1
Объездная сразу за Вог заправкой полиция.,1
"По Левадной(Слободка)ездит синий Дастер,проверяют прохожих!",1
"Степная, 4 белый транспортер и Рено пресуют парней",1
"ТаврияВ и Ева, стоит группа зелённых и наблюдает за входами",1
Большевик-мостик опасно! пока полиция,1
"Киевская трасса, при въезде в город экипаж сущностей перед БРСМ и второй за She’ll прячутся",1
"Генерала Петрова 38 и 40 и 21,внутри дворов,зелень один,на телефоне,ходит туда-сюда",1
На 5й фонтана-это охранник Мака,1
Радужный заехал патруль Дастер,1
"Остановка напротив Сити-центра, Таирова бус с мусорами 5:47",1
"Окружная, ОККО выезд/заезд на Посёлок Котовского БП в обе стороны",1
"Окружная, готовятся. На окко полная заправка",1
"Доброе утро, блокпост окко объездная",1
ОККО объездная блок пост ТЦК+люстра,1
Окко окружная стоит шайка с обоих сторон,1
"Всем доброе утро уролы ездят по дворам Генерала Петрова 44,48 Ниссан джип чёрный и Тайот Серая на Черных номерах это у них каждодневный с УТРО,ОБЕД,ВЕЧЕР, будьте осторожны, берегите себя",1
Менты и тцк Объездная окко с двух сторон,1
"Киевская трасса. Въезд в город. На заправке брсм ""захысныкы"" прессуют водителей легковушек. Походу ждут ментов",1
"Первый въезд от Эпицентра по Базовой на 7км,стоят мусора",1
Амик(экспострой),1
Ленпас балочка т 4 всем внимание,1
"Королева-архитекторская, за черной таврией дворы тцк",1
"На ЛЕНПАСЕ, в 10.50, пер.1 Восточный, были замечены - медленно проехали - белый течик и белый рено докер ( на чёрных номерах )",1
"Рынок Черёмушки, вход сразу за АТБ, белый бус, прессуют людей",1
"Ленпоселок, частный сектор улицы Горизонтальная, Северная ездят менты и ТЦК на белом бусе, останавливают мужчин",1
Минут 30 назад на курсаки 4я степная,1
Химическая-Пестеля.конечная 115 марш.,1
Б.Хмельницкого 23 у дороги район Смартлаба припаркован Синий бусик W с ТЦК. Пешеходы мужчины будьте бдительны.,1
Хлебодарском стоянка Таврия какие-то в форме,1
2 экипажа синих на Б.Хмельницкого возле памятника,1
"Окружная, ОККО, зелень собирается. Осторожно",1
"‼‼ Черёмушки! Сегодня очень много бусиков по району, облава",1
Генерала Петрова 22а дом за исполкома опасно,1
Черёмушки очень внимательно залезает во дворы делают круг и выезжают в другие очень резко на ПДД наплевать.,1
Генерала Петрова возле Таврии опасно,1
Черёмушки пасутся гоблины во дворах по гражданке по одному высматривают жертв видите незнакомые лица возле дома стоят крутятся это эти черти,1
Генерала Петрова берегите себя,1
Черёмушки очень много бусиков берегите себя,1
"Черемушки таки да,пока стоял на конечной 9 и 10 троллейбуса два буса проехало,в частности 9105 фольц,пялились но не остановились,людей много и они боятся от бабушек выхватить)",1
Мусора Окко Эпицентр Таирово,1
1-й заливной как ехать на поселок ДТП,1
"Генерала петрова сильпо пидоры забрали парня, вытащили с машины, по-моему таксиста",1
Генерала Петрова около Новой почты 138,1
Скай сити при входе в магазин Domivka это с фасада комплекса стоят дырявые пристают к людям,1
"Добрый!!!только что на территорию рынка ""Черёмушки "" заехал бус серебристый хендай по-моему киевские номера тыцыкашники!!!!!",1
От Пионерской/Шевченко,1
При заезде в скай сити перед мак драйв белый бус с поносными,1
"Великий Дальник, на выезде в сторону Маяк две люстры тормознули две машины...либо на скорость, либо на светофор...не нарушаем",1
"Монастырский пер.Таврия,двое по форме,не понятно ТЦК или нет пют кофе",1
Окко Пересыпь,1
Куча пидоров на окко окружная возле покота,1
Барабой-Великодолинское готовиться блок пост!!!,1
"Черемушки. Новая тактика, пускают одного во дворы в гражданке для просмотра количества мужчин, и затем заезжает два буса с разных сторон.",1
"Выезд из Ильичёвска в сторону Санжейки поворот на птичник,выезжая с Дуково,Патруль + Чёрные, проверка документов.",1
Расселенец Маякская трасса радар в сторону Маяк,1
Розселенец- стоят в сторону Маяк полиция з радаром.,1
"Генерала Петрова 38/2 остановка, грузили парня",1
"Эпицентр 7 км, бус сталкер у входа",1
На Генерала Петрова около 33 гимназии,1
"Темно серая консерва (микроавтобус) с надписью СТАЛКЕР катается Лазарева-Болгарская, будьте осторожны. Внутри 4 тухляша, выискивают жертв.",1
Всем привет! Просили передать- возле Таврии Маршал мерзавцы прицепились к парню. Будьте осторожны,1
"Маршал Таврия,мусора прессуют мужика",1
3 ментовские машины Латовка за перекрестком (объездная )на заправке,1
Копейка и АТБ вышли четверо крутят головами по сторонам,1
Пром рынок седьмой километр ёлочки менты тормозят,1
Черемушки ВНИМАНИЕ,1
Окружная за поворотом на коасноселку нюхачи,1
На въезде в радужный первом бус Рено проверяют,1
"Только что житомтрская за 45 школой бус т4 белый номер 1095 или 1065 точно не уведел принимали парня он показал доки вроде уехали, но катаются по ленпасу аккуратно ребя",1
"Улица четвертая напротив магазина у Натахи,тцыкуны прессуют пацанов, черный дастер",1
"4600 белый бусик H1 стоит за остановкой напротив эпицентре на 7 км,высматривают жертву",1
"52 линия Объездная стоят менты, проверяют документы. 08:15",1
"Туристическая, как поворачивать с Рихтера в сторону генерала Петрова, стоит люстра тормозят выборочно",1
Черёмушки. На против 7го роддома в дворах катается серый VW T5 номера 9805 с ТЦКакашками,1
"Окружная дорога сразу за мойкой grin wash менты,тормозят всех кто не включил свет",1
Окружная поворот на Хаджебеевскую менты,1
Авангард новая почта бакалея люстри в две сторони.,1
Объездная в сторону поскота перед хаджибеевской мусора!!!,1
Золотое Рено едет по б.Хмельницкого,1
"Генерала Петрова (Звездочка, рынок) мусора и зеленые зажали машину",1
"Генерала Петрова возле звездочки пресуют мужика в машине. Вроде была авария, а мусора вызвали тцк. Прижали тачку двумя машинами",1
"Генерала Петрова возле мясо Люба хотят вытащить парня с машины на сейчас, осторожно",1
Генерала Петрова 59А во дворе Мерседес бус с зеленью,1
"Белый бус 0915 поехал по маршала,",1
"Генерала Петрова, ""Звездочка"". Штурмуют машину.",1
"Слободка внимательно базарчик,все прилегающие вокруг переулки,курсируют зелёные фашисты,замечен черный Дастер.",1
"Только что, Окружная окко б/п",1
Пешеходный переход на рынок Черёмушки,1
"Выезд на окружную с поселка, перед куяльником, возле заправки окко",1
"Окружная, на выезде с посёлка кладбище, 8 зелёных и 3 чёрных, леденцом размахивают, но не останавливают никого",1
Кадорр,1
"Вся Слободка,, повторяю-жопа!!!!!",1
Эти «герои» сегодня запаковали вместе с мусорами парня возле звездочки на Генерала Петрова.,1
"Машина и номера, на Генерала Петрова возле дома труда",1
"Ленпоселок, ул.Северная/Горизонтальная.",1
"Ленпас, белая тойота хайс...зелёные",1
Движ на Кадоррах Таирова Женщины отбили ребят у ТЦК. 5 патрулек и 1 бус с зеленью Движения возможно- но затруднено. Берегите себя,1
Северная угол горизонтальной осторожно. Ленпаселок. 130 шкода,1
"Сейчас с Киевского тцк выехали 4 буса с личным составом вооруженых пикселей,среди них звучала фраза что едут на Кадорры пресовать зевак и делать обход по дворам -осторожнее,,",1
